protein_names,idr_name,start,end
YJL092W,YJL092W_idr_2,829,1073
YJL092W,YJL092W_idr_4,1129,1172
YJL092W,YJL092W_idr_10,672,717
YJL092W,YJL092W_idr_11,757,825
YJL093C,YJL093C_idr_1,1,51
YJL093C,YJL093C_idr_6,503,580
YJL095W,YJL095W_idr_1,1,139
YJL095W,YJL095W_idr_2,220,548
YJL095W,YJL095W_idr_4,633,1169
YJL095W,YJL095W_idr_7,1448,1478
YJL096W,YJL096W_idr_1,1,42
YJL098W,YJL098W_idr_2,781,1058
YJL098W,YJL098W_idr_5,23,93
YJL098W,YJL098W_idr_6,127,200
YJL098W,YJL098W_idr_8,518,622
YJL099W,YJL099W_idr_1,1,32
YJL099W,YJL099W_idr_4,491,572
YJL100W,YJL100W_idr_1,1,75
YJL100W,YJL100W_idr_9,534,584
YJL102W,YJL102W_idr_1,1,32
YJL102W,YJL102W_idr_10,714,763
YJL103C,YJL103C_idr_2,58,165
YJL103C,YJL103C_idr_7,256,358
YJL104W,YJL104W_idr_3,119,149
YJL105W,YJL105W_idr_1,1,156
YJL105W,YJL105W_idr_4,254,297
YJL106W,YJL106W_idr_3,394,541
YJL109C,YJL109C_idr_5,1100,1130
YJL109C,YJL109C_idr_27,424,487
YJL109C,YJL109C_idr_30,811,844
YJL110C,YJL110C_idr_1,1,125
YJL110C,YJL110C_idr_2,176,493
YJL112W,YJL112W_idr_1,1,35
YJL112W,YJL112W_idr_5,169,199
YJL115W,YJL115W_idr_2,159,279
YJL116C,YJL116C_idr_1,1,74
YJL122W,YJL122W_idr_1,1,51
YJL123C,YJL123C_idr_3,21,150
YJL124C,YJL124C_idr_1,1,31
YJL125C,YJL125C_idr_2,285,335
YJL127C,YJL127C_idr_1,1,34
YJL127C,YJL127C_idr_2,481,524
YJL127C,YJL127C_idr_8,596,640
YJL128C,YJL128C_idr_1,1,46
YJL128C,YJL128C_idr_2,63,352
YJL129C,YJL129C_idr_2,147,740
YJL129C,YJL129C_idr_3,1010,1065
YJL129C,YJL129C_idr_4,1178,1235
YJL130C,YJL130C_idr_4,1832,1904
YJL131C,YJL131C_idr_2,49,84
YJL131C,YJL131C_idr_4,324,356
YJL134W,YJL134W_idr_1,1,32
YJL137C,YJL137C_idr_2,317,355
YJL139C,YJL139C_idr_1,1,42
YJL140W,YJL140W_idr_2,71,108
YJL141C,YJL141C_idr_1,1,304
YJL141C,YJL141C_idr_3,713,807
YJL144W,YJL144W_idr_2,69,99
YJL146W,YJL146W_idr_2,29,87
YJL148W,YJL148W_idr_2,185,233
YJL149W,YJL149W_idr_5,525,557
YJL151C,YJL151C_idr_2,77,133
YJL156C,YJL156C_idr_1,1,109
YJL156C,YJL156C_idr_2,131,163
YJL157C,YJL157C_idr_1,1,31
YJL157C,YJL157C_idr_5,55,194
YJL157C,YJL157C_idr_6,265,419
YJL159W,YJL159W_idr_1,1,310
YJL162C,YJL162C_idr_2,229,319
YJL162C,YJL162C_idr_4,368,406
YJL162C,YJL162C_idr_10,108,143
YJL163C,YJL163C_idr_1,1,65
YJL164C,YJL164C_idr_1,1,74
YJL165C,YJL165C_idr_1,1,303
YJL165C,YJL165C_idr_2,305,496
YJL168C,YJL168C_idr_2,265,324
YJL168C,YJL168C_idr_5,500,624
YJL172W,YJL172W_idr_1,1,55
YJL176C,YJL176C_idr_1,1,303
YJL176C,YJL176C_idr_2,742,812
YJL176C,YJL176C_idr_5,425,482
YJL176C,YJL176C_idr_10,623,668
YJL180C,YJL180C_idr_1,1,48
YJL186W,YJL186W_idr_1,1,47
YJL187C,YJL187C_idr_1,1,436
YJL187C,YJL187C_idr_2,714,756
YJL194W,YJL194W_idr_1,1,54
YJL197W,YJL197W_idr_1,1,96
YJL197W,YJL197W_idr_3,291,356
YJL197W,YJL197W_idr_7,709,906
YJL197W,YJL197W_idr_9,1113,1254
YJL198W,YJL198W_idr_1,38,95
YJL198W,YJL198W_idr_2,97,135
YJL198W,YJL198W_idr_5,146,219
YJL201W,YJL201W_idr_3,364,578
YJL203W,YJL203W_idr_3,237,280
YJL204C,YJL204C_idr_6,419,492
YJL206C,YJL206C_idr_1,1,42
YJL206C,YJL206C_idr_2,92,159
YJL206C,YJL206C_idr_8,623,711
YJL206C,YJL206C_idr_9,726,758
YJL207C,YJL207C_idr_5,728,757
YJL207C,YJL207C_idr_7,788,818
YJL207C,YJL207C_idr_9,1188,1219
YJL207C,YJL207C_idr_10,1271,1320
YJL207C,YJL207C_idr_25,1984,2014
YJL208C,YJL208C_idr_1,1,50
YJL209W,YJL209W_idr_1,1,31
YJR001W,YJR001W_idr_1,1,58
YJR001W,YJR001W_idr_2,86,202
YJR002W,YJR002W_idr_3,83,310
YJR002W,YJR002W_idr_7,497,593
YJR004C,YJR004C_idr_2,418,626
YJR005C-A,YJR005C-A_idr_1,1,31
YJR005W,YJR005W_idr_5,607,700
YJR012C,YJR012C_idr_5,176,207
YJR014W,YJR014W_idr_2,49,92
YJR015W,YJR015W_idr_1,1,67
YJR021C,YJR021C_idr_3,250,288
YJR030C,YJR030C_idr_2,454,483
YJR030C,YJR030C_idr_5,684,725
YJR031C,YJR031C_idr_3,953,991
YJR031C,YJR031C_idr_8,1226,1255
YJR031C,YJR031C_idr_12,35,71
YJR031C,YJR031C_idr_13,236,312
YJR033C,YJR033C_idr_2,800,832
YJR033C,YJR033C_idr_4,1200,1357
YJR035W,YJR035W_idr_2,163,241
YJR035W,YJR035W_idr_4,387,430
YJR035W,YJR035W_idr_8,830,892
YJR035W,YJR035W_idr_9,910,949
YJR035W,YJR035W_idr_10,951,1013
YJR036C,YJR036C_idr_1,1,77
YJR039W,YJR039W_idr_4,1092,1121
YJR042W,YJR042W_idr_1,1,59
YJR043C,YJR043C_idr_2,126,162
YJR043C,YJR043C_idr_8,305,350
YJR046W,YJR046W_idr_3,424,480
YJR049C,YJR049C_idr_1,1,101
YJR049C,YJR049C_idr_3,453,530
YJR051W,YJR051W_idr_1,1,30
YJR052W,YJR052W_idr_3,40,126
YJR053W,YJR053W_idr_2,441,502
YJR053W,YJR053W_idr_5,19,87
YJR053W,YJR053W_idr_6,150,180
YJR053W,YJR053W_idr_11,301,333
YJR054W,YJR054W_idr_7,349,472
YJR056C,YJR056C_idr_2,93,143
YJR056C,YJR056C_idr_6,171,231
YJR059W,YJR059W_idr_1,1,241
YJR059W,YJR059W_idr_8,607,818
YJR060W,YJR060W_idr_3,64,219
YJR061W,YJR061W_idr_1,1,38
YJR065C,YJR065C_idr_2,46,83
YJR066W,YJR066W_idr_1,1,70
YJR066W,YJR066W_idr_6,1177,1218
YJR066W,YJR066W_idr_13,1767,1810
YJR066W,YJR066W_idr_24,2369,2415
YJR072C,YJR072C_idr_2,273,350
YJR075W,YJR075W_idr_1,1,38
YJR076C,YJR076C_idr_3,302,351
YJR078W,YJR078W_idr_2,390,422
YJR080C,YJR080C_idr_1,1,40
YJR080C,YJR080C_idr_3,327,369
YJR083C,YJR083C_idr_5,185,233
YJR089W,YJR089W_idr_9,797,840
YJR089W,YJR089W_idr_12,248,595
YJR089W,YJR089W_idr_13,598,645
YJR090C,YJR090C_idr_2,35,72
YJR090C,YJR090C_idr_3,260,312
YJR090C,YJR090C_idr_4,1050,1085
YJR090C,YJR090C_idr_5,1120,1151
YJR091C,YJR091C_idr_2,28,371
YJR091C,YJR091C_idr_4,385,536
YJR091C,YJR091C_idr_9,915,1091
YJR092W,YJR092W_idr_1,1,43
YJR092W,YJR092W_idr_2,49,1069
YJR092W,YJR092W_idr_3,1131,1196
YJR093C,YJR093C_idr_1,1,159
YJR093C,YJR093C_idr_3,233,327
YJR098C,YJR098C_idr_1,1,39
YJR098C,YJR098C_idr_3,466,517
YJR098C,YJR098C_idr_8,60,120
YJR100C,YJR100C_idr_1,1,64
YJR106W,YJR106W_idr_4,207,252
YJR106W,YJR106W_idr_6,271,372
YJR110W,YJR110W_idr_3,455,494
YJR110W,YJR110W_idr_7,647,683
YJR115W,YJR115W_idr_4,133,164
YJR121W,YJR121W_idr_1,1,39
YJR122W,YJR122W_idr_1,1,41
YJR122W,YJR122W_idr_3,388,425
YJR124C,YJR124C_idr_6,212,251
YJR125C,YJR125C_idr_3,175,408
YJR126C,YJR126C_idr_1,1,64
YJR127C,YJR127C_idr_7,213,602
YJR127C,YJR127C_idr_8,620,779
YJR127C,YJR127C_idr_10,916,946
YJR127C,YJR127C_idr_17,92,148
YJR132W,YJR132W_idr_5,929,1001
YJR134C,YJR134C_idr_6,458,588
YJR134C,YJR134C_idr_8,8,66
YJR137C,YJR137C_idr_1,1,37
YJR137C,YJR137C_idr_6,1030,1061
YJR138W,YJR138W_idr_1,1,97
YJR138W,YJR138W_idr_2,518,865
YJR138W,YJR138W_idr_6,1127,1181
YJR138W,YJR138W_idr_7,1277,1343
YJR140C,YJR140C_idr_20,1593,1648
YJR140C,YJR140C_idr_25,270,376
YJR140C,YJR140C_idr_27,445,491
YJR143C,YJR143C_idr_1,1,44
YJR144W,YJR144W_idr_1,1,69
YJR147W,YJR147W_idr_2,105,143
YJR152W,YJR152W_idr_1,1,57
YKL002W,YKL002W_idr_3,188,217
YKL004W,YKL004W_idr_4,351,401
YKL005C,YKL005C_idr_1,1,68
YKL005C,YKL005C_idr_2,208,243
YKL005C,YKL005C_idr_5,372,433
YKL008C,YKL008C_idr_1,1,69
YKL008C,YKL008C_idr_2,388,418
YKL010C,YKL010C_idr_1,1,169
YKL010C,YKL010C_idr_2,874,909
YKL010C,YKL010C_idr_3,959,994
YKL010C,YKL010C_idr_9,619,714
YKL010C,YKL010C_idr_11,811,841
YKL012W,YKL012W_idr_1,76,123
YKL014C,YKL014C_idr_3,739,783
YKL014C,YKL014C_idr_30,1693,1723
YKL015W,YKL015W_idr_3,783,932
YKL015W,YKL015W_idr_6,947,979
YKL015W,YKL015W_idr_7,82,119
YKL020C,YKL020C_idr_1,1,43
YKL020C,YKL020C_idr_9,316,503
YKL020C,YKL020C_idr_11,826,921
YKL020C,YKL020C_idr_12,949,988
YKL022C,YKL022C_idr_1,18,223
YKL023W,YKL023W_idr_4,224,277
YKL025C,YKL025C_idr_2,36,266
YKL027W,YKL027W_idr_1,1,56
YKL028W,YKL028W_idr_2,212,254
YKL028W,YKL028W_idr_4,306,353
YKL028W,YKL028W_idr_5,369,482
YKL029C,YKL029C_idr_1,1,78
YKL032C,YKL032C_idr_5,502,597
YKL032C,YKL032C_idr_10,54,89
YKL032C,YKL032C_idr_13,172,361
YKL033W,YKL033W_idr_5,781,841
YKL033W,YKL033W_idr_12,261,298
YKL033W,YKL033W_idr_13,440,476
YKL038W,YKL038W_idr_1,1,41
YKL038W,YKL038W_idr_2,1088,1146
YKL038W,YKL038W_idr_6,86,506
YKL038W,YKL038W_idr_7,586,629
YKL038W,YKL038W_idr_8,716,762
YKL038W,YKL038W_idr_10,952,982
YKL039W,YKL039W_idr_4,457,523
YKL042W,YKL042W_idr_4,208,243
YKL043W,YKL043W_idr_3,46,175
YKL043W,YKL043W_idr_4,293,366
YKL045W,YKL045W_idr_1,1,47
YKL048C,YKL048C_idr_1,1,74
YKL048C,YKL048C_idr_6,431,640
YKL049C,YKL049C_idr_2,49,129
YKL050C,YKL050C_idr_1,1,67
YKL050C,YKL050C_idr_9,719,760
YKL050C,YKL050C_idr_11,774,860
YKL050C,YKL050C_idr_14,887,922
YKL050C,YKL050C_idr_15,94,342
YKL050C,YKL050C_idr_19,435,556
YKL050C,YKL050C_idr_21,566,598
YKL051W,YKL051W_idr_2,315,353
YKL052C,YKL052C_idr_2,80,288
YKL054C,YKL054C_idr_2,43,738
YKL057C,YKL057C_idr_2,21,53
YKL059C,YKL059C_idr_2,85,131
YKL059C,YKL059C_idr_9,359,441
YKL062W,YKL062W_idr_3,291,330
YKL062W,YKL062W_idr_4,355,478
YKL064W,YKL064W_idr_1,1,258
YKL064W,YKL064W_idr_3,286,399
YKL064W,YKL064W_idr_4,445,492
YKL064W,YKL064W_idr_5,557,657
YKL068W,YKL068W_idr_1,1,809
YKL072W,YKL072W_idr_5,437,495
YKL073W,YKL073W_idr_6,678,740
YKL073W,YKL073W_idr_7,829,881
YKL074C,YKL074C_idr_1,1,145
YKL074C,YKL074C_idr_2,148,201
YKL075C,YKL075C_idr_4,148,177
YKL078W,YKL078W_idr_1,1,69
YKL079W,YKL079W_idr_3,414,460
YKL079W,YKL079W_idr_4,564,656
YKL081W,YKL081W_idr_2,215,253
YKL082C,YKL082C_idr_5,375,434
YKL082C,YKL082C_idr_9,69,171
YKL082C,YKL082C_idr_12,190,260
YKL087C,YKL087C_idr_2,19,55
YKL088W,YKL088W_idr_6,145,176
YKL088W,YKL088W_idr_10,218,301
YKL089W,YKL089W_idr_4,23,288
YKL089W,YKL089W_idr_5,312,391
YKL090W,YKL090W_idr_9,277,322
YKL092C,YKL092C_idr_3,811,918
YKL092C,YKL092C_idr_9,1000,1104
YKL093W,YKL093W_idr_2,261,339
YKL095W,YKL095W_idr_6,213,278
YKL096W,YKL096W_idr_2,151,193
YKL100C,YKL100C_idr_3,108,151
YKL100C,YKL100C_idr_5,512,587
YKL101W,YKL101W_idr_1,1,74
YKL101W,YKL101W_idr_2,120,152
YKL101W,YKL101W_idr_3,379,416
YKL101W,YKL101W_idr_4,462,1395
YKL103C,YKL103C_idr_1,1,37
YKL105C,YKL105C_idr_1,1,98
YKL105C,YKL105C_idr_3,168,308
YKL105C,YKL105C_idr_6,365,1127
YKL108W,YKL108W_idr_2,52,84
YKL108W,YKL108W_idr_4,99,429
YKL109W,YKL109W_idr_3,504,535
YKL109W,YKL109W_idr_10,378,420
YKL112W,YKL112W_idr_9,607,642
YKL112W,YKL112W_idr_10,662,731
YKL112W,YKL112W_idr_12,86,134
YKL112W,YKL112W_idr_14,138,322
YKL113C,YKL113C_idr_1,353,382
YKL114C,YKL114C_idr_2,332,367
YKL116C,YKL116C_idr_1,1,183
YKL117W,YKL117W_idr_3,158,216
YKL121W,YKL121W_idr_1,1,68
YKL121W,YKL121W_idr_9,694,812
YKL122C,YKL122C_idr_3,131,167
YKL124W,YKL124W_idr_7,441,579
YKL125W,YKL125W_idr_1,1,43
YKL125W,YKL125W_idr_2,248,322
YKL126W,YKL126W_idr_1,1,116
YKL126W,YKL126W_idr_2,140,191
YKL126W,YKL126W_idr_4,263,337
YKL129C,YKL129C_idr_8,931,1121
YKL129C,YKL129C_idr_9,1183,1272
YKL134C,YKL134C_idr_1,1,39
YKL135C,YKL135C_idr_2,603,726
YKL139W,YKL139W_idr_1,1,174
YKL139W,YKL139W_idr_3,492,528
YKL140W,YKL140W_idr_2,428,483
YKL140W,YKL140W_idr_5,494,548
YKL141W,YKL141W_idr_1,1,62
YKL143W,YKL143W_idr_3,109,144
YKL143W,YKL143W_idr_4,189,265
YKL143W,YKL143W_idr_5,278,340
YKL143W,YKL143W_idr_7,418,458
YKL146W,YKL146W_idr_1,1,110
YKL146W,YKL146W_idr_2,144,211
YKL146W,YKL146W_idr_6,258,295
YKL148C,YKL148C_idr_1,1,42
YKL149C,YKL149C_idr_2,246,287
YKL154W,YKL154W_idr_1,1,35
YKL155C,YKL155C_idr_5,573,628
YKL157W,YKL157W_idr_1,1,93
YKL160W,YKL160W_idr_2,85,145
YKL161C,YKL161C_idr_2,367,433
YKL163W,YKL163W_idr_2,56,139
YKL163W,YKL163W_idr_4,144,220
YKL164C,YKL164C_idr_2,58,91
YKL164C,YKL164C_idr_9,202,238
YKL166C,YKL166C_idr_1,1,76
YKL168C,YKL168C_idr_1,1,254
YKL168C,YKL168C_idr_4,266,403
YKL171W,YKL171W_idr_1,1,45
YKL171W,YKL171W_idr_3,216,300
YKL171W,YKL171W_idr_5,342,441
YKL171W,YKL171W_idr_10,756,815
YKL172W,YKL172W_idr_2,8,184
YKL172W,YKL172W_idr_4,347,427
YKL173W,YKL173W_idr_1,1,52
YKL174C,YKL174C_idr_1,1,45
YKL174C,YKL174C_idr_2,532,618
YKL175W,YKL175W_idr_3,108,204
YKL175W,YKL175W_idr_5,218,329
YKL176C,YKL176C_idr_4,383,503
YKL176C,YKL176C_idr_5,505,565
YKL178C,YKL178C_idr_2,309,359
YKL178C,YKL178C_idr_5,430,470
YKL179C,YKL179C_idr_2,444,485
YKL179C,YKL179C_idr_4,647,679
YKL179C,YKL179C_idr_8,196,230
YKL182W,YKL182W_idr_6,1719,1763
YKL182W,YKL182W_idr_7,1924,1963
YKL185W,YKL185W_idr_4,21,53
YKL185W,YKL185W_idr_5,75,163
YKL185W,YKL185W_idr_6,224,266
YKL185W,YKL185W_idr_8,271,361
YKL185W,YKL185W_idr_10,368,495
YKL187C,YKL187C_idr_6,706,750
YKL188C,YKL188C_idr_1,1,100
YKL189W,YKL189W_idr_2,358,399
YKL191W,YKL191W_idr_1,1,31
YKL192C,YKL192C_idr_1,1,32
YKL195W,YKL195W_idr_3,69,287
YKL195W,YKL195W_idr_4,349,403
YKL197C,YKL197C_idr_7,933,980
YKL197C,YKL197C_idr_11,188,223
YKL198C,YKL198C_idr_1,1,183
YKL198C,YKL198C_idr_2,517,662
YKL201C,YKL201C_idr_1,1,30
YKL201C,YKL201C_idr_2,783,816
YKL201C,YKL201C_idr_10,936,1178
YKL203C,YKL203C_idr_1,1,79
YKL203C,YKL203C_idr_9,1772,1813
YKL203C,YKL203C_idr_22,2375,2420
YKL203C,YKL203C_idr_31,881,912
YKL203C,YKL203C_idr_32,1183,1222
YKL204W,YKL204W_idr_1,1,97
YKL204W,YKL204W_idr_3,148,224
YKL204W,YKL204W_idr_5,231,632
YKL209C,YKL209C_idr_7,609,697
YKL214C,YKL214C_idr_2,8,58
YKL214C,YKL214C_idr_3,141,185
YKR001C,YKR001C_idr_4,556,604
YKR002W,YKR002W_idr_3,423,454
YKR002W,YKR002W_idr_4,528,568
YKR003W,YKR003W_idr_1,1,51
YKR008W,YKR008W_idr_1,1,52
YKR008W,YKR008W_idr_2,299,453
YKR008W,YKR008W_idr_3,530,585
YKR010C,YKR010C_idr_4,488,522
YKR010C,YKR010C_idr_10,640,771
YKR010C,YKR010C_idr_11,18,69
YKR010C,YKR010C_idr_12,166,224
YKR010C,YKR010C_idr_16,274,326
YKR011C,YKR011C_idr_2,221,253
YKR013W,YKR013W_idr_3,91,186
YKR014C,YKR014C_idr_3,201,231
YKR016W,YKR016W_idr_1,1,46
YKR016W,YKR016W_idr_2,98,135
YKR017C,YKR017C_idr_1,1,81
YKR018C,YKR018C_idr_2,181,226
YKR018C,YKR018C_idr_4,236,279
YKR019C,YKR019C_idr_4,55,138
YKR019C,YKR019C_idr_6,152,444
YKR019C,YKR019C_idr_9,568,615
YKR020W,YKR020W_idr_2,37,80
YKR021W,YKR021W_idr_3,158,264
YKR021W,YKR021W_idr_7,533,909
YKR022C,YKR022C_idr_1,1,34
YKR023W,YKR023W_idr_4,71,158
YKR023W,YKR023W_idr_6,233,270
YKR023W,YKR023W_idr_7,273,322
YKR023W,YKR023W_idr_11,413,461
YKR024C,YKR024C_idr_1,1,104
YKR024C,YKR024C_idr_6,589,632
YKR024C,YKR024C_idr_7,703,742
YKR025W,YKR025W_idr_1,1,66
YKR027W,YKR027W_idr_1,1,36
YKR027W,YKR027W_idr_3,493,532
YKR028W,YKR028W_idr_3,29,94
YKR028W,YKR028W_idr_5,138,208
YKR028W,YKR028W_idr_8,528,615
YKR028W,YKR028W_idr_9,772,1033
YKR029C,YKR029C_idr_1,1,111
YKR029C,YKR029C_idr_2,197,265
YKR029C,YKR029C_idr_8,515,738
YKR030W,YKR030W_idr_1,1,35
YKR031C,YKR031C_idr_6,1227,1285
YKR031C,YKR031C_idr_8,1336,1400
YKR031C,YKR031C_idr_9,1403,1526
YKR031C,YKR031C_idr_10,1584,1638
YKR031C,YKR031C_idr_11,24,201
YKR031C,YKR031C_idr_12,254,293
YKR031C,YKR031C_idr_14,378,450
YKR031C,YKR031C_idr_15,572,606
YKR034W,YKR034W_idr_2,77,218
YKR039W,YKR039W_idr_1,1,51
YKR039W,YKR039W_idr_2,53,82
YKR042W,YKR042W_idr_1,1,33
YKR042W,YKR042W_idr_2,52,104
YKR044W,YKR044W_idr_1,1,45
YKR045C,YKR045C_idr_2,31,79
YKR048C,YKR048C_idr_1,1,58
YKR048C,YKR048C_idr_6,367,413
YKR050W,YKR050W_idr_2,151,432
YKR050W,YKR050W_idr_3,699,733
YKR050W,YKR050W_idr_4,844,889
YKR051W,YKR051W_idr_3,359,396
YKR053C,YKR053C_idr_1,1,37
YKR054C,YKR054C_idr_1,1,49
YKR054C,YKR054C_idr_33,3061,3093
YKR055W,YKR055W_idr_1,1,62
YKR055W,YKR055W_idr_3,245,291
YKR056W,YKR056W_idr_3,71,119
YKR058W,YKR058W_idr_2,313,616
YKR061W,YKR061W_idr_1,1,46
YKR062W,YKR062W_idr_3,38,117
YKR063C,YKR063C_idr_2,453,484
YKR064W,YKR064W_idr_6,800,844
YKR064W,YKR064W_idr_8,57,116
YKR064W,YKR064W_idr_9,119,151
YKR065C,YKR065C_idr_1,1,43
YKR066C,YKR066C_idr_1,1,50
YKR067W,YKR067W_idr_2,622,667
YKR067W,YKR067W_idr_3,683,743
YKR071C,YKR071C_idr_2,142,224
YKR072C,YKR072C_idr_1,1,257
YKR072C,YKR072C_idr_5,496,562
YKR075C,YKR075C_idr_3,124,161
YKR075C,YKR075C_idr_7,177,219
YKR077W,YKR077W_idr_1,1,56
YKR077W,YKR077W_idr_3,126,164
YKR078W,YKR078W_idr_1,1,61
YKR078W,YKR078W_idr_4,253,295
YKR078W,YKR078W_idr_5,319,351
YKR081C,YKR081C_idr_2,295,344
YKR082W,YKR082W_idr_1,1,56
YKR084C,YKR084C_idr_3,76,158
YKR086W,YKR086W_idr_3,265,305
YKR086W,YKR086W_idr_15,68,215
YKR089C,YKR089C_idr_2,39,83
YKR089C,YKR089C_idr_3,85,115
YKR089C,YKR089C_idr_5,635,820
YKR089C,YKR089C_idr_9,873,910
YKR090W,YKR090W_idr_3,32,506
YKR091W,YKR091W_idr_6,40,107
YKR091W,YKR091W_idr_8,153,186
YKR091W,YKR091W_idr_9,190,233
YKR092C,YKR092C_idr_1,1,388
YKR093W,YKR093W_idr_1,1,64
YKR093W,YKR093W_idr_2,563,601
YKR095W,YKR095W_idr_3,305,382
YKR095W,YKR095W_idr_13,434,463
YKR095W,YKR095W_idr_16,496,525
YKR095W,YKR095W_idr_18,548,586
YKR095W,YKR095W_idr_22,602,654
YKR095W,YKR095W_idr_23,77,169
YKR095W,YKR095W_idr_24,657,686
YKR095W,YKR095W_idr_28,730,777
YKR095W,YKR095W_idr_30,782,852
YKR095W,YKR095W_idr_32,857,923
YKR095W,YKR095W_idr_39,985,1022
YKR095W,YKR095W_idr_47,1073,1109
YKR095W,YKR095W_idr_58,1246,1275
YKR095W,YKR095W_idr_62,1313,1464
YKR095W,YKR095W_idr_63,1466,1499
YKR095W,YKR095W_idr_64,1542,1627
YKR095W,YKR095W_idr_66,1635,1756
YKR095W,YKR095W_idr_67,227,264
YKR095W,YKR095W_idr_69,1770,1875
YKR096W,YKR096W_idr_1,1,275
YKR096W,YKR096W_idr_3,909,945
YKR096W,YKR096W_idr_6,981,1012
YKR096W,YKR096W_idr_14,605,661
YKR098C,YKR098C_idr_2,122,292
YKR099W,YKR099W_idr_3,220,622
YKR099W,YKR099W_idr_4,631,715
YKR099W,YKR099W_idr_5,720,807
YKR100C,YKR100C_idr_5,69,109
YLL001W,YLL001W_idr_5,548,581
YLL001W,YLL001W_idr_6,616,659
YLL002W,YLL002W_idr_5,397,436
YLL003W,YLL003W_idr_1,1,30
YLL003W,YLL003W_idr_2,913,946
YLL003W,YLL003W_idr_7,851,896
YLL004W,YLL004W_idr_1,1,38
YLL005C,YLL005C_idr_8,828,868
YLL007C,YLL007C_idr_5,501,555
YLL008W,YLL008W_idr_3,20,64
YLL008W,YLL008W_idr_6,121,227
YLL008W,YLL008W_idr_9,661,752
YLL010C,YLL010C_idr_1,1,224
YLL012W,YLL012W_idr_2,40,74
YLL013C,YLL013C_idr_1,1,503
YLL015W,YLL015W_idr_17,871,960
YLL018C,YLL018C_idr_1,1,61
YLL019C,YLL019C_idr_1,1,291
YLL021W,YLL021W_idr_5,121,400
YLL021W,YLL021W_idr_9,523,1308
YLL022C,YLL022C_idr_2,86,119
YLL022C,YLL022C_idr_4,130,188
YLL022C,YLL022C_idr_7,349,385
YLL024C,YLL024C_idr_4,608,639
YLL026W,YLL026W_idr_3,868,908
YLL027W,YLL027W_idr_4,42,140
YLL028W,YLL028W_idr_1,1,118
YLL029W,YLL029W_idr_1,1,51
YLL031C,YLL031C_idr_2,36,76
YLL032C,YLL032C_idr_8,726,769
YLL034C,YLL034C_idr_10,32,61
YLL034C,YLL034C_idr_12,88,140
YLL034C,YLL034C_idr_13,145,196
YLL035W,YLL035W_idr_1,1,67
YLL038C,YLL038C_idr_2,159,247
YLL040C,YLL040C_idr_5,428,504
YLL040C,YLL040C_idr_13,846,924
YLL040C,YLL040C_idr_19,1342,1395
YLL040C,YLL040C_idr_25,1459,1495
YLL040C,YLL040C_idr_26,1528,1563
YLL040C,YLL040C_idr_29,1676,1708
YLL040C,YLL040C_idr_30,1711,1746
YLL040C,YLL040C_idr_57,2539,2580
YLL040C,YLL040C_idr_59,2712,2743
YLL043W,YLL043W_idr_1,1,88
YLL043W,YLL043W_idr_3,126,230
YLL043W,YLL043W_idr_4,553,616
YLL043W,YLL043W_idr_6,638,669
YLL048C,YLL048C_idr_4,928,1005
YLL048C,YLL048C_idr_15,65,103
YLL048C,YLL048C_idr_17,440,471
YLR001C,YLR001C_idr_1,1,31
YLR001C,YLR001C_idr_3,795,862
YLR002C,YLR002C_idr_1,1,68
YLR002C,YLR002C_idr_2,90,126
YLR002C,YLR002C_idr_3,352,389
YLR003C,YLR003C_idr_2,13,96
YLR004C,YLR004C_idr_1,1,61
YLR005W,YLR005W_idr_1,1,67
YLR006C,YLR006C_idr_10,659,712
YLR006C,YLR006C_idr_11,74,114
YLR009W,YLR009W_idr_2,146,186
YLR014C,YLR014C_idr_5,750,862
YLR015W,YLR015W_idr_3,268,298
YLR015W,YLR015W_idr_4,390,419
YLR018C,YLR018C_idr_1,1,34
YLR019W,YLR019W_idr_1,1,164
YLR023C,YLR023C_idr_2,65,102
YLR023C,YLR023C_idr_5,140,171
YLR024C,YLR024C_idr_16,1144,1186
YLR024C,YLR024C_idr_17,1196,1245
YLR024C,YLR024C_idr_19,1261,1307
YLR024C,YLR024C_idr_21,1374,1425
YLR025W,YLR025W_idr_2,178,227
YLR026C,YLR026C_idr_2,17,47
YLR026C,YLR026C_idr_4,182,230
YLR032W,YLR032W_idr_1,1,75
YLR032W,YLR032W_idr_2,851,940
YLR032W,YLR032W_idr_3,942,975
YLR032W,YLR032W_idr_7,122,167
YLR032W,YLR032W_idr_9,295,324
YLR032W,YLR032W_idr_10,356,431
YLR032W,YLR032W_idr_13,552,581
YLR033W,YLR033W_idr_3,328,383
YLR035C,YLR035C_idr_1,364,612
YLR039C,YLR039C_idr_7,962,996
YLR045C,YLR045C_idr_2,247,317
YLR045C,YLR045C_idr_3,553,676
YLR045C,YLR045C_idr_6,734,869
YLR047C,YLR047C_idr_3,466,597
YLR048W,YLR048W_idr_2,209,252
YLR049C,YLR049C_idr_2,73,104
YLR051C,YLR051C_idr_1,1,32
YLR054C,YLR054C_idr_8,380,433
YLR054C,YLR054C_idr_11,469,510
YLR055C,YLR055C_idr_1,1,114
YLR056W,YLR056W_idr_3,334,365
YLR057W,YLR057W_idr_2,44,93
YLR059C,YLR059C_idr_1,1,41
YLR069C,YLR069C_idr_1,1,52
YLR071C,YLR071C_idr_1,1,77
YLR072W,YLR072W_idr_1,1,157
